short_id,eid,doi,weblink,scholar_link,title,subtype,journal,author_names,abstract,citedby_count,year,labeled_as,affilname,openaccess,publisher,downloaded
1284,2-s2.0-85128170900,10.1088/1748-9326/ac5ded,https://doi.org/10.1088/1748-9326/ac5ded,https://scholar.google.com/scholar?q=10.1088/1748-9326/ac5ded,A data-driven methodological routine to identify key indicators for social-ecological system archetype mapping,ar,Environmental Research Letters,"Pacheco-Romero, Manuel;Vallejos, María;Paruelo, José M.;Alcaraz-Segura, Domingo;Torres-García, M. Trinidad;Salinas-Bonillo, María J.;Cabello, Javier","The spatial mapping of social-ecological system (SES) archetypes constitutes a fundamental tool to operationalize the SES concept in empirical research. Approaches to detect, map, and characterize SES archetypes have evolved over the last decade towards more integrative and comparable perspectives guided by SES conceptual frameworks and reference lists of variables. However, hardly any studies have investigated how to empirically identify the most relevant set of indicators to map the diversity of SESs. In this study, we propose a data-driven methodological routine based on multivariate statistical analysis to identify the most relevant indicators for mapping and characterizing SES archetypes in a particular region. Taking Andalusia (Spain) as a case study, we applied this methodological routine to 86 indicators representing multiple variables and dimensions of the SES. Additionally, we assessed how the empirical relevance of these indicators contributes to previous expert and empirical knowledge on key variables for characterizing SESs. We identified 29 key indicators that allowed us to map 15 SES archetypes encompassing natural, mosaic, agricultural, and urban systems, which uncovered contrasting land sharing and land sparing patterns throughout the territory. We found synergies but also disagreements between empirical and expert knowledge on the relevance of variables: agreement on their widespread relevance (32.7% of the variables, e.g. crop and livestock production, net primary productivity, population density); relevance conditioned by the context or the scale (16.3%, e.g. land protection, educational level); lack of agreement (20.4%, e.g. economic level, land tenure); need of further assessments due to the lack of expert or empirical knowledge (30.6%). Overall, our data-driven approach can contribute to more objective selection of relevant indicators for SES mapping, which may help to produce comparable and generalizable empirical knowledge on key variables for characterizing SESs, as well as to derive more representative descriptions and causal factor configurations in SES archetype analysis.",12,2022,universitaet,Consejo Nacional de Investigaciones Científicas y Técnicas;Universidad de Granada;Universidad de Buenos Aires;Universidad de la Republica;Universidad de Almería;Leuphana Universität Lüneburg;Instituto Nacional de Investigación Agropecuaria – INIA Uruguay;Instituto Interuniversitario de Investigación del Sistema Tierra en Andalucía,1,IOP Publishing Ltd,yes
1285,2-s2.0-85126254307,10.1080/2331186X.2022.2046242,https://doi.org/10.1080/2331186X.2022.2046242,https://scholar.google.com/scholar?q=10.1080/2331186X.2022.2046242,Teachers’ needs and agency in times of low-fee private schools: The case of Kenya,ar,Cogent Education,"Falkensjö, Sara;Olsson, Jerry","The proliferation of low-fee private schools (LFPSs) in the global South is one manifestation of the marketization of education. LFPS literature on teachers emphasize exploitation, de-professionalization, and higher accountability, but teachers’ own voice and representation has largely been absent. Based on interviews with 35 Kenyan LFPS and public-school teachers in one urban and one rural area, this paper partly fills this gap by investigating teachers’ own experiences with marketization. The different teachers’ needs and sense of professionalism showed great similarities, yet their type of employment shaped their work and agency. LFPSs alleviated public school (hereafter PS) overcrowding, but high pupil mobility in the education market affected teaching and learning in both LFPS and PSs negatively. LFPS teachers adopted strategies (teaching-to-the-test, deviating from pre-scripted lessons) to retain and attract pupils to keep their jobs.",2,2022,universitaet,Göteborgs Universitet;Leuphana Universität Lüneburg,1,Taylor and Francis Ltd.,yes
1286,2-s2.0-85126023999,10.5334/oq.90,https://doi.org/10.5334/oq.90,https://scholar.google.com/scholar?q=10.5334/oq.90,Palaeoecological Interpretation of a Late Holocene Sediment Sequence from the Alpine Belt of the Southern Mongolian Altai Mountains,ar,Open Quaternary,"Goenster-Jordan, Sven;Urban, Brigitte;Buerkert, Andreas","The climate in the Altai Mountains is determined by two major climate systems whose dominance has varied over time, leading to significant spatio-temporal changes in temperature and precipitation during the Holocene. This study aimed at the reconstruction of the local to regional moisture and temperature conditions in an alpine belt of the southern Mongolian Altai during the Late Holocene. It thereby contributes to a more comprehensive understanding of the region’s palaeoclimate in the Holocene. Our reconstruction is based on palynological and sediment analyses as well as radiometric age determinations of samples from a 130 cm exposed soil/sediment profile within the alpine belt. Largely supported by sedimentological and geochemical observations, the pollen assemblages indicate a warm and dry period between about 2600 and 2250 cal a BP, a subsequent cold and humid phase extending to about 130 cal a BP, and a return to warm and dry conditions lasting to present. Our data support the results of recent studies on the regional climate variability and the observation of significant differences in the mode of climate changes and its temporal sequence within the Altai Mountains. Although the pollen assemblages in the profile reflected a continuous anthropo-zoogenic influence on the study site’s vegetation climatic signals were clearly detectable, underlining the indicator value of the pollen data from the Alpine sediments for regional palaeoclimatic reconstruction.",1,2022,universitaet,Universität Kassel;Leuphana Universität Lüneburg,1,Ubiquity Press,yes
1287,2-s2.0-85125753543,10.1080/26395916.2022.2032356,https://doi.org/10.1080/26395916.2022.2032356,https://scholar.google.com/scholar?q=10.1080/26395916.2022.2032356,Advancing research on ecosystem service bundles for comparative assessments and synthesis,ar,Ecosystems and People,"Meacham, Megan;Norström, Albert V.;Peterson, Garry D.;Andersson, Erik;Bennett, Elena M.;Biggs, Reinette;Crouzat, Emilie;Cord, Anna F.;Enfors, Elin;Felipe-Lucia, María R.;Fischer, Joern;Hamann, Maike;Hanspach, Jan;Hicks, Christina;Jacobs, Sander;Lavorel, Sandra;Locatelli, Bruno;Martín-López, Berta;Plieninger, Tobias;Queiroz, Cibele","Social-ecological interactions have been shown to generate interrelated and reoccurring sets of ecosystem services, also known as ecosystem service bundles. Given the potential utility of the bundles concept, along with the recent surge in interest it is timely to reflect on the concept, its current use and potential for the future. Based on our ecosystem service bundle experience, expertise, and ecosystem service bundle analyses, we have found critical elements for advancing the utility of ecosystem service bundle concept and deepening its impact in the future. In this paper we 1) examine the different conceptualizations of the ecosystem service bundle concept; 2) show the range of benefits of using a bundles approach; 3) explore key issues for improving research on ecosystem service bundles, including indicators, scale, and drivers and relationships between ecosystem services; and 4) outline priorities for the future by facilitating comparisons of ecosystem service bundle research.",44,2022,universitaet,"Université de Montpellier;Technische Universität Dresden;Université Grenoble Alpes;Georg-August-Universität Göttingen;Stockholms universitet;Stellenbosch University;Lancaster University;James Cook University;North-West University;Universität Kassel;Helmholtz Zentrum für Umweltforschung;McGill University, Macdonald Campus;Leuphana Universität Lüneburg;German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig;Center for International Forestry Research;Belgian Biodiversity Platform BBPF;Research Institute for Nature and Forest Inbo - Nature & Society Research Group",1,Taylor and Francis Ltd.,yes
1288,2-s2.0-85125391726,10.37394/23207.2022.19.39,https://doi.org/10.37394/23207.2022.19.39,https://scholar.google.com/scholar?q=10.37394/23207.2022.19.39,Investigating the Effect of Noise Elimination on LSTM Models for Financial Markets Prediction Using Kalman Filter and Wavelet Transform,ar,Wseas Transactions on Business and Economics,"Dastgerdi, Amin Karimi;Mercorelli, Paolo","-Predicting financial markets is of particular importance for investors who intend to make the most profit. Analysing reasonable and precise strategies for predicting financial markets has a long history. Deep learning techniques include analyses and predictions that can assist scientists in discovering unknown patterns of data. In this project, application of noise elimination techniques such as Wavelet transform and Kalman filter in combination of deep learning methods were discussed for predicting financial time series. The results show employing noise elimination techniques such as Wavelet transform and Kalman filter, have considerable effect on performance of LSTM neural network in extracting hidden patterns in the financial time series and can precisely predict future actions in these markets.",16,2022,universitaet,Leuphana Universität Lüneburg,1,World Scientific and Engineering Academy and Society,yes
1289,2-s2.0-85125287200,10.1080/14036096.2022.2039286,https://doi.org/10.1080/14036096.2022.2039286,https://scholar.google.com/scholar?q=10.1080/14036096.2022.2039286,Does Sharing with Neighbours Work? Accounts of Success and Failure from Two German Housing Experimentations,ar,Housing Theory and Society,"Huber, Andreas","This paper analyses the normalization of everyday sharing practices in two exemplary German neighbourhoods, which both provide numerous opportunities for sharing spaces, stuff, food and mobility carriers, but differ regarding their “philosophy”. The first case belongs to the increasingly popular “collaborative housing” model, the second one is a developer-driven, service-based project. Inspired by core ideas from Social Practice Theory, the guiding questions of this research are then 1) to which extent have sharing practices become a normal part of residents’ lives in these neighbourhoods and 2) what may explain observed differences? Evidence shows that residents in the collaborative housing case share more frequently, more regularly and over longer timespans than their counterparts in the developer-driven neighbourhood. I argue that this is due to a higher share of fitting practice configurations and a better integration of sharing practices into tenants’ typical patterns of everyday life.",9,2022,universitaet,Karlsruher Institut für Technologie;Leuphana Universität Lüneburg,0,Routledge,no
1290,2-s2.0-85125266753,10.1080/21683565.2022.2039834,https://doi.org/10.1080/21683565.2022.2039834,https://scholar.google.com/scholar?q=10.1080/21683565.2022.2039834,Better performance of organic than conventional tomato varieties in single and mixed cropping,ar,Agroecology and Sustainable Food Systems,"Ficiciyan, Anoush Miriam;Loos, Jacqueline;Tscharntke, Teja","Replacing traditional crop varieties with commercial, high-yielding varieties during the last decades is one of the main drivers for the decline in farmland and crop diversity. However, it is unclear how commercial, high-yielding varieties adapt to less environmental conditions such as weed pressure and mixed cropping cultivation systems. In Europe, organic breeding organizations conserve local, traditional varieties and develop new varieties under low-input conditions, aiming at increasing the range of varieties adapted to harsh cultivation conditions and mixed cropping. To evaluate whether organic varieties (i) cope better with weed pressure and (ii) have a higher adaptability to mixed cropping, we compared the agronomic and quality performance of eight organic varieties with eight commercial, high-yielding varieties, focusing on tomato, the economically most important vegetable in the EU. Each group was cultivated as single plants and in a mixed cropping system, respectively, with a legume and with or without exposure to weed stress by a grass. The organic group outperformed the commercial, high-yielding group, specifically, in mixed cropping systems. Weed stress lowered the yield of both groups, but the organic group showed higher fruit weight stability across the varieties than the commercial, high-yielding varieties when grown as single plants under weed stress.",3,2022,universitaet,Georg-August-Universität Göttingen;Leuphana Universität Lüneburg,1,Taylor and Francis Ltd.,no
1291,2-s2.0-85124902251,10.1016/j.cresp.2021.100028,https://doi.org/10.1016/j.cresp.2021.100028,https://scholar.google.com/scholar?q=10.1016/j.cresp.2021.100028,Concern with COVID-19 pandemic threat and attitudes towards immigrants: The mediating effect of the desire for tightness,ar,Current Research in Ecological and Social Psychology,"Mula, Silvana;Di Santo, Daniela;Resta, Elena;Bakhtiari, Farin;Baldner, Conrad;Molinario, Erica;Pierro, Antonio;Gelfand, Michele J.;Denison, Emmy;Agostini, Maximilian;Bélanger, Jocelyn J.;Gützkow, Ben;Kreienkamp, Jannis;Abakoumkin, Georgios;Abdul Khaiyom, Jamilah Hanum;Ahmedi, Vjollca;Akkas, Handan;Almenara, Carlos A.;Atta, Mohsin;Bagci, Sabahat Cigdem;Basel, Sima;Kida, Edona Berisha;Bernardo, Allan B.I.;Buttrick, Nicholas R.;Chobthamkit, Phatthanakit;Choi, Hoon Seok;Cristea, Mioara;Csaba, Sára;Damnjanovic, Kaja;Danyliuk, Ivan;Dash, Arobindu;Douglas, Karen M.;Enea, Violeta;Faller, Daiane Gracieli;Fitzsimons, Gavan J.;Gheorghiu, Alexandra;Gómez, Ángel;Hamaidia, Ali;Han, Qing;Helmy, Mai;Hudiyana, Joevarian;Jeronimus, Bertus F.;Jiang, Ding Yu;Jovanović, Veljko;Kamenov, Željka;Kende, Anna;Keng, Shian Ling;Kieu, Tra Thi Thanh;Koc, Yasin;Kovyazina, Kamila;Kozytska, Inna;Krause, Joshua;Kruglanski, Arie W.;Kurapov, Anton;Kutlaca, Maja;Lantos, Nóra Anna;Lemay, Edward P.;Lesmana, Cokorda Bagus Jaya;Louis, Winnifred R.;Lueders, Adrian;Malik, Najma Iqbal;Martinez, Anton;McCabe, Kira O.;Mehulić, Jasmina;Milla, Mirra Noor;Mohammed, Idris;Moyano, Manuel;Muhammad, Hayat;Muluk, Hamdi;Myroniuk, Solomiia;Najafi, Reza;Nisa, Claudia F.;Nyúl, Boglárka;O'Keefe, Paul A.;Olivas Osuna, Jose Javier;Osin, Evgeny N.;Park, Joonha;Pica, Gennaro;Rees, Jonas H.;Reitsema, Anne Margit;Rullo, Marika;Ryan, Michelle K.;Samekin, Adil;Santtila, Pekka;Sasin, Edyta;Schumpe, Birga Mareen;Selim, Heyla A.;Stanton, Michael Vicente;Stroebe, Wolfgang;Sultana, Samiah;Sutton, Robbie M.;Tseliou, Eleftheria;Utsugi, Akira;van Breen, Jolien Anne;van Lissa, Caspar J.;Van Veen, Kees;vanDellen, Michelle R.;Vázquez, Alexandra;Wollast, Robin;Yeung, Victoria Wai lan","Tightening social norms is thought to be adaptive for dealing with collective threat yet it may have negative consequences for increasing prejudice. The present research investigated the role of desire for cultural tightness, triggered by the COVID-19 pandemic, in increasing negative attitudes towards immigrants. We used participant-level data from 41 countries (N = 55,015) collected as part of the PsyCorona project, a cross-national longitudinal study on responses to COVID-19. Our predictions were tested through multilevel and SEM models, treating participants as nested within countries. Results showed that people's concern with COVID-19 threat was related to greater desire for tightness which, in turn, was linked to more negative attitudes towards immigrants. These findings were followed up with a longitudinal model (N = 2,349) which also showed that people's heightened concern with COVID-19 in an earlier stage of the pandemic was associated with an increase in their desire for tightness and negative attitudes towards immigrants later in time. Our findings offer insight into the trade-offs that tightening social norms under collective threat has for human groups.",27,2022,universitaet,"Sapienza Università di Roma;The University of Queensland;University of Maryland, College Park;Universiteit van Amsterdam;University of Bristol;Universiteit Utrecht;Duke University;The University of Sheffield;Rijksuniversiteit Groningen;Nagoya University;University of Virginia;King Saud University;University of Georgia;Universiteit Leiden;University of Belgrade;Sungkyunkwan University;Durham University;University of Exeter;University of Zagreb;Università degli Studi di Milano-Bicocca;Carleton University;Università degli Studi di Siena;Eötvös Loránd Tudományegyetem;Universitas Indonesia;Universität Bielefeld;University of Kent;Heriot-Watt University;HSE University;Universidad de Córdoba;University of Novi Sad;Taras Shevchenko National University of Kyiv;University of Limerick;University of Thessaly;International Islamic University Malaysia;Sultan Qaboos University;Menoufia University;Universidad Nacional de Educacion a Distancia;National Chung Cheng University;Thammasat University;Università degli Studi di Camerino;Universitatea Alexandru Ioan Cuza;University of Sargodha;Sabancı Üniversitesi;University of Peshawar;NYU Abu Dhabi;California State University, Fresno;Leuphana Universität Lüneburg;Universitas Udayana;California State University, East Bay;Universidad Peruana de Ciencias Aplicadas;Florida Gulf Coast University;Stanford Graduate School of Business;NYU Shanghai;Usmanu Danfodiyo University;Yale-NUS College;Ho Chi Minh City University of Education;M. Narikbayev KAZGUU University;De La Salle University;Ankara Science University;NUCB Business School;Mohamed Lamine Dabbaghine University of Setif 2;Université Clermont Auvergne;Pristine University;Lingnan University;Indipendent researcher",1,Elsevier B.V.,yes
1292,2-s2.0-85124336867,10.1080/00958964.2021.2009429,https://doi.org/10.1080/00958964.2021.2009429,https://scholar.google.com/scholar?q=10.1080/00958964.2021.2009429,Time and sustainability: A missing link in formal education curricula,ar,Journal of Environmental Education,"Grauer, Claire;Fischer, Daniel;Frank, Pascal","Time is an essential dimension of sustainability and its premise of intra- and intergenerational justice. Moreover, prevailing sociocultural practices of time use are drivers of unsustainability. Educational institutions convey social norms on time and are thus places where time is ""learned."" It is therefore of relevance for Education for Sustainable Development (ESD) to understand how exactly time is addressed in education. This study from Germany introduces the concept of time as a resource for sustainability before presenting an analysis of how time in this sense is addressed in 2,149 German curricula, covering all grades and school forms. Our study shows that, overall, an engagement with time as a resource for sustainability is rare in formal education. Time is mostly addressed in ethical reflections on lifetime or in teaching time management skills. We discuss implications of our findings and sketch avenues for future research on time as a resource for sustainability.",11,2022,universitaet,Wageningen University & Research;Leuphana Universität Lüneburg,1,Routledge,yes
1293,2-s2.0-85123180268,10.1353/jod.2022.0011,https://doi.org/10.1353/jod.2022.0011,https://scholar.google.com/scholar?q=10.1353/jod.2022.0011,WHY THE FUTURE IS (STILL) DEMOCRATIC,ar,Journal of Democracy,"Welzel, Christian;Kruse, Stefan;Brunkert, Lennart","Contradicting the oft-cited ""deconsolidation thesis""—the notion of a worldwide decline in democratic support, especially among the young—we demonstrate that there is no global erosion of support for democracy, neither over time nor across generations. The global democratic-support trend is basically flat, with cyclical fluctuations between a very high and stable base level. More important, however, is a global generational shift from authoritarian values toward emancipative ones. Emancipative values tie democratic support increasingly tightly to liberal principles. Emancipative-values holders are more likely to resist attempts by autocrats or populists to deny or limit democratic freedoms. Slowly but steadily, this cultural undercurrent is shifting legitimacy from autocracy to democracy in most world regions. Democracy's future is bright.",8,2022,universitaet,Leuphana Universität Lüneburg,0,Johns Hopkins University Press,no
1294,2-s2.0-85122493002,10.1016/j.spc.2021.10.004,https://doi.org/10.1016/j.spc.2021.10.004,https://scholar.google.com/scholar?q=10.1016/j.spc.2021.10.004,Barriers to a sustainability transformation of meat production practices - An industry actor perspective,ar,Sustainable Production and Consumption,"Hübel, Charlott;Schaltegger, Stefan","The negative impacts caused by current industrial meat production challenge industry actors to transform meat production towards more sustainable practices. However, despite the necessity for change and the availability of various sustainability solutions, transformational shifts have failed to materialize, so far. This study applies and extends the Kollmuss-Agyeman model of pro-environmental behavior to the context of producers and analyzes their perceived barriers to the transformation of meat production practices. The qualitative empirical study is based on 23 interviews with actors along the meat production chain. The analysis reveals that industry actors’ perceived barriers are highly complex. This complexity results from (1) multiple interactions among and between internal and external influencing factors and (2) the simultaneous existence of barriers that reinforce the status quo on the one hand and restrain the pursuit of sustainable production practices on the other hand. Based on these findings, opportunities for overcoming barriers are discussed in today's context. This study's contributions are twofold: First, the analysis complements previous research on barriers to sustainable meat production practices by detailing barriers and their interactions for actors along the entire meat production chain. Second, this investigation extends the Kollmuss-Agyeman model by specifying interactions of external influencing factors and by differentiating reinforcement and restraint barriers relevant for producers.",28,2022,universitaet,Leuphana Universität Lüneburg,0,Elsevier B.V.,no
1295,2-s2.0-85122212676,10.3390/met12010107,https://doi.org/10.3390/met12010107,https://scholar.google.com/scholar?q=10.3390/met12010107,Coupled Modeling Approach for Laser Shock Peening of AA2198-T3: From Plasma and Shock Wave Simulation to Residual Stress Prediction,ar,Metals,"Pozdnyakov, Vasily;Keller, Sören;Kashaev, Nikolai;Klusemann, Benjamin;Oberrath, Jens","Laser shock peening (LSP) is a surface modification technique to improve the mechanical properties of metals and alloys, where physical phenomena are difficult to investigate, due to short time scales and extreme physical values. In this regard, simulations can significantly contribute to understand the underlying physics. In this paper, a coupled simulation approach for LSP is presented. A global model of laser–matter–plasma interaction is applied to determine the plasma pressure, which is used as surface loading in finite element (FE) simulations in order to predict residual stress (RS) profiles in the target material. The coupled model is applied to the LSP of AA2198-T3 with water confinement, 3 × 3 mm<sup>2</sup> square focus and 20 ns laser pulse duration. This investigation considers the variation in laser pulse energy (3 J and 5 J) and different protective coatings (none, aluminum and steel foil). A sensitivity analysis is conducted to evaluate the impact of parameter inaccuracies of the global model on the resulting RS. Adjustment of the global model to different laser pulse energies and coating materials allows us to compute the temporal pressure distributions to predict RS with FE simulations, which are in good agreement with the measurements.",13,2022,universitaet,Helmholtz-Zentrum Hereon GmbH;Leuphana Universität Lüneburg;Fachhochschule Südwestfalen,1,MDPI,yes
1296,2-s2.0-85121813506,10.1016/j.jmrt.2021.12.053,https://doi.org/10.1016/j.jmrt.2021.12.053,https://scholar.google.com/scholar?q=10.1016/j.jmrt.2021.12.053,Compressive deformation of as-extruded LPSO-containing Mg alloys at different temperatures,ar,Journal of Materials Research and Technology,"Zhao, Di;Zhao, Chaoyue;Chen, Xianhua;Huang, Yuanding;Hort, Norbert;Gavras, Sarkis;Pan, Fusheng","This work investigates the compressive deformation behavior of as-extruded Mg-6Gd-1.6Y–1Zn-0.4Zr (VZ61) and Mg-6Gd-4.8Y–3Zn-0.4Zr (VZ63) alloys via uniaxial compressive tests at various deformation temperatures. At room temperature, compared with the VZ61 alloy, the compressive yield strength of the VZ63 alloy were obviously enhanced due to its increased amount of LPSO phase. Both alloys exhibited a three-stage strain hardening feature. The strain hardening rate first sharply decreases (stage I), then continues to increase at a slower rate (stage II) and finally decreases (stage III). At stage III, a larger number of dislocation accumulation around the kinked LPSO phase resulted in a higher strain hardening rate for VZ63 alloy than that for VZ61 alloy. During high temperature compression, the true stress–strain curves showed that the flow stress gradually reduced with increasing temperature and also the reducing of strain rate, and the VZ63 alloy displayed a higher peak stress than VZ61 alloy. Constitutive equations were constructed based on the true stress–strain to better understand the relation among flow tress (σ), strain rate (ε⋅) and deformation temperature (T) in VZ alloys during hot deformation. The results showed that the VZ63 alloy had a lower deformation activation energy (Q = 255.6 kJ/mol) than VZ61 alloy (Q = 395.5 kJ/mol). The DRX kinetic models of the VZ61 and VZ63 alloys were also established, indicating that the VZ63 alloy was more prone to DRX with a higher volume fraction of dynamically recrystallized grains (XDRX) at the same deformation conditions.",18,2022,universitaet,Chongqing University;Helmholtz-Zentrum Hereon GmbH;Leuphana Universität Lüneburg,1,Elsevier Editora Ltda,yes
1297,2-s2.0-85121631969,10.1016/j.cliser.2021.100282,https://doi.org/10.1016/j.cliser.2021.100282,https://scholar.google.com/scholar?q=10.1016/j.cliser.2021.100282,Challenges and best-practices of co-creation: A qualitative interview study in the field of climate services,ar,Climate Services,"Suhari, Mirko;Dressel, Markus;Schuck-Zöller, Susanne","Climate services are becoming instrumental for providing actionable climate information to society. To understand the needs of society, climate service providers increasingly engage in processes of co-creation with practitioners. Yet, while these science-practice interactions are highly promising to match the demand and supply side of climate services, they come with challenges of their own. Potential barriers include difficulties in mutual understanding, diverging perspectives on the research problem, or a lack of resources and training in engaging with practice partners. Importantly, however, these barriers are surmountable if properly addressed. In this paper, we present the results of a series of interviews with researchers working in the funding line European Research Area for Climate Services (ERA4CS). We identify five challenges that these researchers are facing in their interactions with practice partners. From these challenges, we infer best practices that can help to strengthen such interactions. In line with other suggestions in the literature, we propose the role of a boundary manager as a promising way to put these best practices into action. This mediating role between science and society either can be taken by scientists themselves, or can be institutionalized as a dedicated position within climate service organizations. Adding to the experience that climate service providers already have, increased emphasis on boundary management could further improve their science-practice engagements",21,2022,universitaet,Universität Hamburg;Helmholtz-Zentrum Hereon GmbH;Leuphana Universität Lüneburg,1,Elsevier B.V.,yes
1298,2-s2.0-85121097919,10.1016/j.gloenvcha.2021.102422,https://doi.org/10.1016/j.gloenvcha.2021.102422,https://scholar.google.com/scholar?q=10.1016/j.gloenvcha.2021.102422,Co-productive agility and four collaborative pathways to sustainability transformations,ar,Global Environmental Change,"Chambers, Josephine M.;Wyborn, Carina;Klenk, Nicole L.;Ryan, Melanie;Serban, Anca;Bennett, Nathan J.;Brennan, Ruth;Charli-Joseph, Lakshmi;Fernández-Giménez, María E.;Galvin, Kathleen A.;Goldstein, Bruce E.;Haller, Tobias;Hill, Rosemary;Munera, Claudia;Nel, Jeanne L.;Österblom, Henrik;Reid, Robin S.;Riechers, Maraja;Spierenburg, Marja;Tengö, Maria;Bennett, Elena;Brandeis, Amos;Chatterton, Paul;Cockburn, Jessica J.;Cvitanovic, Christopher;Dumrongrojwatthana, Pongchai;Paz Durán, América;Gerber, Jean David;Green, Jonathan M.H.;Gruby, Rebecca;Guerrero, Angela M.;Horcea-Milcu, Andra Ioana;Montana, Jasper;Steyaert, Patrick;Zaehringer, Julie G.;Bednarek, Angela T.;Curran, K.;Fada, Salamatu J.;Hutton, Jon;Leimona, Beria;Pickering, Tomas;Rondeau, Renee","Co-production, the collaborative weaving of research and practice by diverse societal actors, is argued to play an important role in sustainability transformations. Yet, there is still poor understanding of how to navigate the tensions that emerge in these processes. Through analyzing 32 initiatives worldwide that co-produced knowledge and action to foster sustainable social-ecological relations, we conceptualize ‘co-productive agility’ as an emergent feature vital for turning tensions into transformations. Co-productive agility refers to the willingness and ability of diverse actors to iteratively engage in reflexive dialogues to grow shared ideas and actions that would not have been possible from the outset. It relies on embedding knowledge production within processes of change to constantly recognize, reposition, and navigate tensions and opportunities. Co-productive agility opens up multiple pathways to transformation through: (1) elevating marginalized agendas in ways that maintain their integrity and broaden struggles for justice; (2) questioning dominant agendas by engaging with power in ways that challenge assumptions, (3) navigating conflicting agendas to actively transform interlinked paradigms, practices, and structures; (4) exploring diverse agendas to foster learning and mutual respect for a plurality of perspectives. We explore six process considerations that vary by these four pathways and provide a framework to enable agility in sustainability transformations. We argue that research and practice spend too much time closing down debate over different agendas for change – thereby avoiding, suppressing, or polarizing tensions, and call for more efforts to facilitate better interactions among different agendas.",199,2022,universitaet,"University of Toronto;University of Oxford;University of Cambridge;The University of British Columbia;Université McGill;University of Colorado Boulder;University of Leeds;The Australian National University;University of Bern;Wageningen University & Research;Universiteit Leiden;Colorado State University;Stockholms universitet;University of York;Trinity College Dublin;Stellenbosch University;Chulalongkorn University;James Cook University;Bangor University;Universitatea Babeș-Bolyai;Rhodes University;Universidad Austral de Chile;Nelson Mandela University;Leuphana Universität Lüneburg;The Fenner School of Environment & Society;University of Jos;Instituto de Ecología, UNAM;Instituto de Ecología y Biodiversidad;International Union for Conservation of Nature and Natural Resources;Laboratoire Interdisciplinaire Sciences, Innovations, Sociétés (LISIS);ICRAF World Agroforestry Centre, Bogor;The Pew Charitable Trusts;WWF International;The Peopled Seas Initiative;Ltd.",1,Elsevier Ltd,yes
1299,2-s2.0-85120875030,10.1007/s11625-021-01064-0,https://doi.org/10.1007/s11625-021-01064-0,https://scholar.google.com/scholar?q=10.1007/s11625-021-01064-0,A feminist ethos for caring knowledge production in transdisciplinary sustainability science,ar,Sustainability Science,"Staffa, Rachel K.;Riechers, Maraja;Martín-López, Berta","Transdisciplinary Sustainability Science has emerged as a viable answer to current sustainability crises with the aim to strengthen collaborative knowledge production. To expand its transformative potential, we argue that Transdisciplinary Sustainability Science needs to thoroughly engage with questions of unequal power relations and hierarchical scientific constructs. Drawing on the work of the feminist philosopher María Puig de la Bellacasa, we examine a feminist ethos of care which might provide useful guidance for sustainability researchers who are interested in generating critical-emancipatory knowledge. A feminist ethos of care is constituted by three interrelated modes of knowledge production: (1) thinking-with, (2) dissenting-within and (3) thinking-for. These modes of thinking and knowing enrich knowledge co-production in Transdisciplinary Sustainability Science by (i) embracing relational ontologies, (ii) relating to the ‘other than human’, (iii) cultivating caring academic cultures, (iv) taking care of non-academic research partners, (v) engaging with conflict and difference, (vi) interrogating positionalities and power relations through reflexivity, (vii) building upon marginalised knowledges via feminist standpoints and (viii) countering epistemic violence within and beyond academia. With our paper, we aim to make a specific feminist contribution to the field of Transdisciplinary Sustainability Science and emphasise its potentials to advance this field.",56,2022,universitaet,Leuphana Universität Lüneburg,1,Springer,yes
1300,2-s2.0-85119501100,10.1080/09585192.2021.1996433,https://doi.org/10.1080/09585192.2021.1996433,https://scholar.google.com/scholar?q=10.1080/09585192.2021.1996433,The role of human resource practices for including persons with disabilities in the workforce: a systematic literature review,ar,International Journal of Human Resource Management,"Schloemer-Jarvis, Aileen;Bader, Benjamin;Böhm, Stephan A.","Organizations are increasingly aware that a better vocational inclusion of persons with disabilities (PWD) is in their self-interest for reasons such as a shortage of skilled labor, an increasing prevalence of disability in their aging workforces, and changed societal attitudes and laws regarding the promotion of diversity and equity in the workplace. Human resource (HR) practices have been identified as a primary enabler of inclusion, yet research on disability-related HR Management is scattered across disciplines. To provide an evidence-based analysis and integration, this article systematically reviews the literature on HR management in the context of employing persons with disabilities, using the high-performance work practices ‘selection and staffing’, ‘training and development’, ‘(performance) appraisal, promotion, and career management’ and ‘compensation and benefits’ as an organizing framework. We systematically reviewed and summarized the key findings of 74 empirical studies conducted from 1990 through 2020. Most studies focused on selection and staffing practices, providing strong evidence that standardization and structure reduce bias in the appraisal of PWD and related employment decisions. Research regarding appropriate HR practices that allow to utilize, develop and reward PWDs’ potential, in contrast, is still in its infancy.",70,2022,universitaet,"University of St. Gallen;Leuphana Universität Lüneburg;Newcastle University Business School, United Kingdom",1,Routledge,yes
